original_row_index,generated_version,item_number,list_item,Full verb phrase,Causality,NP1,verb,NP2,because,pronoun,präposition,adjective + verb,and,NP final,verb final,Generated-Sentence,np2_replacement_status,NP1 - male,NP1 - female,NP2 - male,NP2 - female,verb_bias,Unnamed: 7,Unnamed: 18,Ferstl_verb_eng,Ferstl_sem_cat,Ferstl_eng_verb_length,Ferstl_eng_verb_freq,Ferstl_val,Ferstl_IVC,verb_bias.1,new verb,old verb,german_verb_freq,german_verb_length,Unnamed: 30,Previous-Sentences (04/2026),adj,german_adj_freq,german_adj_length,Susanne_avgRating_Score,Susanne_avgRating_Score.1,20_Best_Verbs,adj_amb
76,original,1,36,schlug,NP1-Causality,Matthias,schlug,"Katharina,",weil,er,zu dem Zeitpunkt,erbost war,und,Hass,empfand,"Matthias schlug Katharina, weil er zu dem Zeitpunkt erbost war und Hass empfand.",ok_prefix_keep_particle_or_punctuation,Matthias,Monika,Alexander,Katharina,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil er in diesem Moment empört war und die Gelegenheit nutzte.",empört,5.68,6,62.5,62.5,suboptimal,nonamb
76,both_male,2,36,schlug,NP1-Causality,Matthias,schlug,"Alexander,",weil,er,zu dem Zeitpunkt,erbost war,und,Hass,empfand,"Matthias schlug Alexander, weil er zu dem Zeitpunkt erbost war und Hass empfand.",ok_prefix_keep_particle_or_punctuation,Matthias,Monika,Alexander,Katharina,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil er in diesem Moment empört war und die Gelegenheit nutzte.",empört,5.68,6,62.5,62.5,suboptimal,nonamb
76,both_female,3,36,schlug,NP1-Causality,Monika,schlug,"Katharina,",weil,sie,zu dem Zeitpunkt,erbost war,und,Hass,empfand,"Monika schlug Katharina, weil sie zu dem Zeitpunkt erbost war und Hass empfand.",ok_prefix_keep_particle_or_punctuation,Matthias,Monika,Alexander,Katharina,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil er in diesem Moment empört war und die Gelegenheit nutzte.",empört,5.68,6,62.5,62.5,suboptimal,nonamb
76,swapped,4,36,schlug,NP1-Causality,Monika,schlug,"Alexander,",weil,sie,zu dem Zeitpunkt,erbost war,und,Hass,empfand,"Monika schlug Alexander, weil sie zu dem Zeitpunkt erbost war und Hass empfand.",ok_prefix_keep_particle_or_punctuation,Matthias,Monika,Alexander,Katharina,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil er in diesem Moment empört war und die Gelegenheit nutzte.",empört,5.68,6,62.5,62.5,suboptimal,nonamb
77,original,5,36,schlug,NP2-Causality,Matthias,schlug,"Katharina,",weil,sie,zu dem Zeitpunkt,unaufmerksam war,und,die Gegenwehr,überraschte,"Matthias schlug Katharina, weil sie zu dem Zeitpunkt unaufmerksam war und die Gegenwehr überraschte.",ok_prefix_keep_particle_or_punctuation,Matthias,Monika,Alexander,Katharina,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil sie in diesem Moment unaufmerksam war und die Kontrolle verlor. ",unaufmerksam,6.9,8,62.5,62.5,suboptimal,nonamb
77,both_male,6,36,schlug,NP2-Causality,Matthias,schlug,"Alexander,",weil,er,zu dem Zeitpunkt,unaufmerksam war,und,die Gegenwehr,überraschte,"Matthias schlug Alexander, weil er zu dem Zeitpunkt unaufmerksam war und die Gegenwehr überraschte.",ok_prefix_keep_particle_or_punctuation,Matthias,Monika,Alexander,Katharina,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil sie in diesem Moment unaufmerksam war und die Kontrolle verlor. ",unaufmerksam,6.9,8,62.5,62.5,suboptimal,nonamb
77,both_female,7,36,schlug,NP2-Causality,Monika,schlug,"Katharina,",weil,sie,zu dem Zeitpunkt,unaufmerksam war,und,die Gegenwehr,überraschte,"Monika schlug Katharina, weil sie zu dem Zeitpunkt unaufmerksam war und die Gegenwehr überraschte.",ok_prefix_keep_particle_or_punctuation,Matthias,Monika,Alexander,Katharina,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil sie in diesem Moment unaufmerksam war und die Kontrolle verlor. ",unaufmerksam,6.9,8,62.5,62.5,suboptimal,nonamb
77,swapped,8,36,schlug,NP2-Causality,Monika,schlug,"Alexander,",weil,er,zu dem Zeitpunkt,unaufmerksam war,und,die Gegenwehr,überraschte,"Monika schlug Alexander, weil er zu dem Zeitpunkt unaufmerksam war und die Gegenwehr überraschte.",ok_prefix_keep_particle_or_punctuation,Matthias,Monika,Alexander,Katharina,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil sie in diesem Moment unaufmerksam war und die Kontrolle verlor. ",unaufmerksam,6.9,8,62.5,62.5,suboptimal,nonamb
204,original,1,37,frustrierte,NP1-Causality,Philipp,frustrierte,"Daniela,",weil,er,seit einigen Tagen,aufmerksam war,und,den Plan,vereitelte,"Philipp frustrierte Daniela, weil er seit einigen Tagen aufmerksam war und den Plan vereitelte.",ok_prefix_keep_particle_or_punctuation,Philipp,Maria,Daniel,Daniela,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil er seit einigen Tagen geschickt war und den Vorsprung hatte.",geschickt,34.46,9,87.5,87.5,optimal,nonamb
204,both_male,2,37,frustrierte,NP1-Causality,Philipp,frustrierte,"Daniel,",weil,er,seit einigen Tagen,aufmerksam war,und,den Plan,vereitelte,"Philipp frustrierte Daniel, weil er seit einigen Tagen aufmerksam war und den Plan vereitelte.",ok_prefix_keep_particle_or_punctuation,Philipp,Maria,Daniel,Daniela,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil er seit einigen Tagen geschickt war und den Vorsprung hatte.",geschickt,34.46,9,87.5,87.5,optimal,nonamb
204,both_female,3,37,frustrierte,NP1-Causality,Maria,frustrierte,"Daniela,",weil,sie,seit einigen Tagen,aufmerksam war,und,den Plan,vereitelte,"Maria frustrierte Daniela, weil sie seit einigen Tagen aufmerksam war und den Plan vereitelte.",ok_prefix_keep_particle_or_punctuation,Philipp,Maria,Daniel,Daniela,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil er seit einigen Tagen geschickt war und den Vorsprung hatte.",geschickt,34.46,9,87.5,87.5,optimal,nonamb
204,swapped,4,37,frustrierte,NP1-Causality,Maria,frustrierte,"Daniel,",weil,sie,seit einigen Tagen,aufmerksam war,und,den Plan,vereitelte,"Maria frustrierte Daniel, weil sie seit einigen Tagen aufmerksam war und den Plan vereitelte.",ok_prefix_keep_particle_or_punctuation,Philipp,Maria,Daniel,Daniela,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil er seit einigen Tagen geschickt war und den Vorsprung hatte.",geschickt,34.46,9,87.5,87.5,optimal,nonamb
205,original,5,37,frustrierte,NP2-Causality,Philipp,frustrierte,"Daniela,",weil,sie,seit einigen Tagen,ungeschickt war,und,die Tarnung,scheiterte,"Philipp frustrierte Daniela, weil sie seit einigen Tagen ungeschickt war und die Tarnung scheiterte.",ok_prefix_keep_particle_or_punctuation,Philipp,Maria,Daniel,Daniela,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil sie seit einigen Tagen ungeschickt war und die Bewegung verfehlte.",ungeschickt,2.05,11,87.5,87.5,optimal,nonamb
205,both_male,6,37,frustrierte,NP2-Causality,Philipp,frustrierte,"Daniel,",weil,er,seit einigen Tagen,ungeschickt war,und,die Tarnung,scheiterte,"Philipp frustrierte Daniel, weil er seit einigen Tagen ungeschickt war und die Tarnung scheiterte.",ok_prefix_keep_particle_or_punctuation,Philipp,Maria,Daniel,Daniela,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil sie seit einigen Tagen ungeschickt war und die Bewegung verfehlte.",ungeschickt,2.05,11,87.5,87.5,optimal,nonamb
205,both_female,7,37,frustrierte,NP2-Causality,Maria,frustrierte,"Daniela,",weil,sie,seit einigen Tagen,ungeschickt war,und,die Tarnung,scheiterte,"Maria frustrierte Daniela, weil sie seit einigen Tagen ungeschickt war und die Tarnung scheiterte.",ok_prefix_keep_particle_or_punctuation,Philipp,Maria,Daniel,Daniela,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil sie seit einigen Tagen ungeschickt war und die Bewegung verfehlte.",ungeschickt,2.05,11,87.5,87.5,optimal,nonamb
205,swapped,8,37,frustrierte,NP2-Causality,Maria,frustrierte,"Daniel,",weil,er,seit einigen Tagen,ungeschickt war,und,die Tarnung,scheiterte,"Maria frustrierte Daniel, weil er seit einigen Tagen ungeschickt war und die Tarnung scheiterte.",ok_prefix_keep_particle_or_punctuation,Philipp,Maria,Daniel,Daniela,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil sie seit einigen Tagen ungeschickt war und die Bewegung verfehlte.",ungeschickt,2.05,11,87.5,87.5,optimal,nonamb
200,original,1,38,inspirierte,NP1-Causality,Matthias,inspirierte,"Julia,",weil,er,an dem Abend,mystisch war,und,Unerwartetes ,kommunizierte,"Matthias inspirierte Julia, weil er an dem Abend mystisch war und Unerwartetes kommunizierte.",ok_prefix_keep_particle_or_punctuation,Matthias,Jana,Jürgen,Julia,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil er schon seit Langem wunderlich war und die Neugier weckte.",wunderlich,4.09,10,68.75,68.75,optimal,nonamb
200,both_male,2,38,inspirierte,NP1-Causality,Matthias,inspirierte,"Jürgen,",weil,er,an dem Abend,mystisch war,und,Unerwartetes ,kommunizierte,"Matthias inspirierte Jürgen, weil er an dem Abend mystisch war und Unerwartetes kommunizierte.",ok_prefix_keep_particle_or_punctuation,Matthias,Jana,Jürgen,Julia,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil er schon seit Langem wunderlich war und die Neugier weckte.",wunderlich,4.09,10,68.75,68.75,optimal,nonamb
200,both_female,3,38,inspirierte,NP1-Causality,Jana,inspirierte,"Julia,",weil,sie,an dem Abend,mystisch war,und,Unerwartetes ,kommunizierte,"Jana inspirierte Julia, weil sie an dem Abend mystisch war und Unerwartetes kommunizierte.",ok_prefix_keep_particle_or_punctuation,Matthias,Jana,Jürgen,Julia,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil er schon seit Langem wunderlich war und die Neugier weckte.",wunderlich,4.09,10,68.75,68.75,optimal,nonamb
200,swapped,4,38,inspirierte,NP1-Causality,Jana,inspirierte,"Jürgen,",weil,sie,an dem Abend,mystisch war,und,Unerwartetes ,kommunizierte,"Jana inspirierte Jürgen, weil sie an dem Abend mystisch war und Unerwartetes kommunizierte.",ok_prefix_keep_particle_or_punctuation,Matthias,Jana,Jürgen,Julia,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil er schon seit Langem wunderlich war und die Neugier weckte.",wunderlich,4.09,10,68.75,68.75,optimal,nonamb
201,original,5,38,inspirierte,NP2-Causality,Matthias,inspirierte,"Julia,",weil,sie,an dem Abend,aufmerksam war,und,die Überlegungen,überraschten,"Matthias inspirierte Julia, weil sie an dem Abend aufmerksam war und die Überlegungen überraschten.",ok_prefix_keep_particle_or_punctuation,Matthias,Jana,Jürgen,Julia,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil sie schon seit Langem beeindruckt war und die Begeisterung teilte. ",beeindruckt,11.92,11,68.75,68.75,optimal,nonamb
201,both_male,6,38,inspirierte,NP2-Causality,Matthias,inspirierte,"Jürgen,",weil,er,an dem Abend,aufmerksam war,und,die Überlegungen,überraschten,"Matthias inspirierte Jürgen, weil er an dem Abend aufmerksam war und die Überlegungen überraschten.",ok_prefix_keep_particle_or_punctuation,Matthias,Jana,Jürgen,Julia,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil sie schon seit Langem beeindruckt war und die Begeisterung teilte. ",beeindruckt,11.92,11,68.75,68.75,optimal,nonamb
201,both_female,7,38,inspirierte,NP2-Causality,Jana,inspirierte,"Julia,",weil,sie,an dem Abend,aufmerksam war,und,die Überlegungen,überraschten,"Jana inspirierte Julia, weil sie an dem Abend aufmerksam war und die Überlegungen überraschten.",ok_prefix_keep_particle_or_punctuation,Matthias,Jana,Jürgen,Julia,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil sie schon seit Langem beeindruckt war und die Begeisterung teilte. ",beeindruckt,11.92,11,68.75,68.75,optimal,nonamb
201,swapped,8,38,inspirierte,NP2-Causality,Jana,inspirierte,"Jürgen,",weil,er,an dem Abend,aufmerksam war,und,die Überlegungen,überraschten,"Jana inspirierte Jürgen, weil er an dem Abend aufmerksam war und die Überlegungen überraschten.",ok_prefix_keep_particle_or_punctuation,Matthias,Jana,Jürgen,Julia,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil sie schon seit Langem beeindruckt war und die Begeisterung teilte. ",beeindruckt,11.92,11,68.75,68.75,optimal,nonamb
184,original,1,39,erzürnte,NP1-Causality,Frank,erzürnte,"Eva,",weil,er,am frühen Morgen,renitent war,und,Ungehorsamkeit,zeigte,"Frank erzürnte Eva, weil er am frühen Morgen renitent war und Ungehorsamkeit zeigte.",ok_prefix_keep_particle_or_punctuation,Frank,Anna,Hans,Eva,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil er am frühen Morgen ungehorsam war und den Zorn provozierte.",ungehorsam,4.02,10,87.5,87.5,optimal,nonamb
184,both_male,2,39,erzürnte,NP1-Causality,Frank,erzürnte,"Hans,",weil,er,am frühen Morgen,renitent war,und,Ungehorsamkeit,zeigte,"Frank erzürnte Hans, weil er am frühen Morgen renitent war und Ungehorsamkeit zeigte.",ok_prefix_keep_particle_or_punctuation,Frank,Anna,Hans,Eva,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil er am frühen Morgen ungehorsam war und den Zorn provozierte.",ungehorsam,4.02,10,87.5,87.5,optimal,nonamb
184,both_female,3,39,erzürnte,NP1-Causality,Anna,erzürnte,"Eva,",weil,sie,am frühen Morgen,renitent war,und,Ungehorsamkeit,zeigte,"Anna erzürnte Eva, weil sie am frühen Morgen renitent war und Ungehorsamkeit zeigte.",ok_prefix_keep_particle_or_punctuation,Frank,Anna,Hans,Eva,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil er am frühen Morgen ungehorsam war und den Zorn provozierte.",ungehorsam,4.02,10,87.5,87.5,optimal,nonamb
184,swapped,4,39,erzürnte,NP1-Causality,Anna,erzürnte,"Hans,",weil,sie,am frühen Morgen,renitent war,und,Ungehorsamkeit,zeigte,"Anna erzürnte Hans, weil sie am frühen Morgen renitent war und Ungehorsamkeit zeigte.",ok_prefix_keep_particle_or_punctuation,Frank,Anna,Hans,Eva,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil er am frühen Morgen ungehorsam war und den Zorn provozierte.",ungehorsam,4.02,10,87.5,87.5,optimal,nonamb
185,original,5,39,erzürnte,NP2-Causality,Frank,erzürnte,"Eva,",weil,sie,am frühen Morgen,reizbar war,und,Wiederstand,wahrnahm,"Frank erzürnte Eva, weil sie am frühen Morgen reizbar war und Wiederstand wahrnahm.",ok_prefix_keep_particle_or_punctuation,Frank,Anna,Hans,Eva,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil sie am frühen Morgen anspruchsvoll war und den Respekt forderte.",anspruchsvoll,15.15,13,87.5,87.5,optimal,nonamb
185,both_male,6,39,erzürnte,NP2-Causality,Frank,erzürnte,"Hans,",weil,er,am frühen Morgen,reizbar war,und,Wiederstand,wahrnahm,"Frank erzürnte Hans, weil er am frühen Morgen reizbar war und Wiederstand wahrnahm.",ok_prefix_keep_particle_or_punctuation,Frank,Anna,Hans,Eva,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil sie am frühen Morgen anspruchsvoll war und den Respekt forderte.",anspruchsvoll,15.15,13,87.5,87.5,optimal,nonamb
185,both_female,7,39,erzürnte,NP2-Causality,Anna,erzürnte,"Eva,",weil,sie,am frühen Morgen,reizbar war,und,Wiederstand,wahrnahm,"Anna erzürnte Eva, weil sie am frühen Morgen reizbar war und Wiederstand wahrnahm.",ok_prefix_keep_particle_or_punctuation,Frank,Anna,Hans,Eva,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil sie am frühen Morgen anspruchsvoll war und den Respekt forderte.",anspruchsvoll,15.15,13,87.5,87.5,optimal,nonamb
185,swapped,8,39,erzürnte,NP2-Causality,Anna,erzürnte,"Hans,",weil,er,am frühen Morgen,reizbar war,und,Wiederstand,wahrnahm,"Anna erzürnte Hans, weil er am frühen Morgen reizbar war und Wiederstand wahrnahm.",ok_prefix_keep_particle_or_punctuation,Frank,Anna,Hans,Eva,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil sie am frühen Morgen anspruchsvoll war und den Respekt forderte.",anspruchsvoll,15.15,13,87.5,87.5,optimal,nonamb
186,original,1,40,intrigierte,NP1-Causality,Paul,intrigierte,"Claudia,",weil ,er,seit kurzer Zeit,populistisch war,und,Stimmungen,schürte,"Paul intrigierte Claudia, weil er seit kurzer Zeit populistisch war und Stimmungen schürte.",ok_prefix_keep_particle_or_punctuation,Paul,Birgit,Martin,Claudia,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil er seit kurzer Zeit populistisch war und die Stimmung schürte.",populistisch,0.63,12,81.25,81.25,optimal,nonamb
186,both_male,2,40,intrigierte,NP1-Causality,Paul,intrigierte,"Martin,",weil ,er,seit kurzer Zeit,populistisch war,und,Stimmungen,schürte,"Paul intrigierte Martin, weil er seit kurzer Zeit populistisch war und Stimmungen schürte.",ok_prefix_keep_particle_or_punctuation,Paul,Birgit,Martin,Claudia,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil er seit kurzer Zeit populistisch war und die Stimmung schürte.",populistisch,0.63,12,81.25,81.25,optimal,nonamb
186,both_female,3,40,intrigierte,NP1-Causality,Birgit,intrigierte,"Claudia,",weil ,sie,seit kurzer Zeit,populistisch war,und,Stimmungen,schürte,"Birgit intrigierte Claudia, weil sie seit kurzer Zeit populistisch war und Stimmungen schürte.",ok_prefix_keep_particle_or_punctuation,Paul,Birgit,Martin,Claudia,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil er seit kurzer Zeit populistisch war und die Stimmung schürte.",populistisch,0.63,12,81.25,81.25,optimal,nonamb
186,swapped,4,40,intrigierte,NP1-Causality,Birgit,intrigierte,"Martin,",weil ,sie,seit kurzer Zeit,populistisch war,und,Stimmungen,schürte,"Birgit intrigierte Martin, weil sie seit kurzer Zeit populistisch war und Stimmungen schürte.",ok_prefix_keep_particle_or_punctuation,Paul,Birgit,Martin,Claudia,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil er seit kurzer Zeit populistisch war und die Stimmung schürte.",populistisch,0.63,12,81.25,81.25,optimal,nonamb
187,original,5,40,intrigierte,NP2-Causality,Paul,intrigierte,"Claudia,",weil ,sie,seit kurzer Zeit,beeinflussbar war,und,Alternativen,suchte,"Paul intrigierte Claudia, weil sie seit kurzer Zeit beeinflussbar war und Alternativen suchte.",ok_prefix_keep_particle_or_punctuation,Paul,Birgit,Martin,Claudia,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil sie seit kurzer Zeit beeinflussbar war und das Wort folgte.",beeinflussbar,0.57,13,81.25,81.25,optimal,nonamb
187,both_male,6,40,intrigierte,NP2-Causality,Paul,intrigierte,"Martin,",weil ,er,seit kurzer Zeit,beeinflussbar war,und,Alternativen,suchte,"Paul intrigierte Martin, weil er seit kurzer Zeit beeinflussbar war und Alternativen suchte.",ok_prefix_keep_particle_or_punctuation,Paul,Birgit,Martin,Claudia,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil sie seit kurzer Zeit beeinflussbar war und das Wort folgte.",beeinflussbar,0.57,13,81.25,81.25,optimal,nonamb
187,both_female,7,40,intrigierte,NP2-Causality,Birgit,intrigierte,"Claudia,",weil ,sie,seit kurzer Zeit,beeinflussbar war,und,Alternativen,suchte,"Birgit intrigierte Claudia, weil sie seit kurzer Zeit beeinflussbar war und Alternativen suchte.",ok_prefix_keep_particle_or_punctuation,Paul,Birgit,Martin,Claudia,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil sie seit kurzer Zeit beeinflussbar war und das Wort folgte.",beeinflussbar,0.57,13,81.25,81.25,optimal,nonamb
187,swapped,8,40,intrigierte,NP2-Causality,Birgit,intrigierte,"Martin,",weil ,er,seit kurzer Zeit,beeinflussbar war,und,Alternativen,suchte,"Birgit intrigierte Martin, weil er seit kurzer Zeit beeinflussbar war und Alternativen suchte.",ok_prefix_keep_particle_or_punctuation,Paul,Birgit,Martin,Claudia,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil sie seit kurzer Zeit beeinflussbar war und das Wort folgte.",beeinflussbar,0.57,13,81.25,81.25,optimal,nonamb
18,original,1,41,mochte,NP1-Causality,Sebastian,mochte,"Susanne,",weil ,er,schon seit Langem,schaulustig war,und,den Nervenkitzel,genoss,"Sebastian mochte Susanne, weil er schon seit Langem schaulustig war und den Nervenkitzel genoss.",ok_prefix_keep_particle_or_punctuation,Sebastian,Linda,Andreas,Susanne,NP2,,,liked,ExpStim,5,0,1.73,-91,NP2,mochte,mochte,5.94,6,,"Der Kaiser mochte die Gladiatorin, weil er schon seit Langem schaulustig war und die Gefahr meisterte.",mutig,13.77,5,18.75,18.75,suboptimal,nonamb
18,both_male,2,41,mochte,NP1-Causality,Sebastian,mochte,"Andreas,",weil ,er,schon seit Langem,schaulustig war,und,den Nervenkitzel,genoss,"Sebastian mochte Andreas, weil er schon seit Langem schaulustig war und den Nervenkitzel genoss.",ok_prefix_keep_particle_or_punctuation,Sebastian,Linda,Andreas,Susanne,NP2,,,liked,ExpStim,5,0,1.73,-91,NP2,mochte,mochte,5.94,6,,"Der Kaiser mochte die Gladiatorin, weil er schon seit Langem schaulustig war und die Gefahr meisterte.",mutig,13.77,5,18.75,18.75,suboptimal,nonamb
18,both_female,3,41,mochte,NP1-Causality,Linda,mochte,"Susanne,",weil ,sie,schon seit Langem,schaulustig war,und,den Nervenkitzel,genoss,"Linda mochte Susanne, weil sie schon seit Langem schaulustig war und den Nervenkitzel genoss.",ok_prefix_keep_particle_or_punctuation,Sebastian,Linda,Andreas,Susanne,NP2,,,liked,ExpStim,5,0,1.73,-91,NP2,mochte,mochte,5.94,6,,"Der Kaiser mochte die Gladiatorin, weil er schon seit Langem schaulustig war und die Gefahr meisterte.",mutig,13.77,5,18.75,18.75,suboptimal,nonamb
18,swapped,4,41,mochte,NP1-Causality,Linda,mochte,"Andreas,",weil ,sie,schon seit Langem,schaulustig war,und,den Nervenkitzel,genoss,"Linda mochte Andreas, weil sie schon seit Langem schaulustig war und den Nervenkitzel genoss.",ok_prefix_keep_particle_or_punctuation,Sebastian,Linda,Andreas,Susanne,NP2,,,liked,ExpStim,5,0,1.73,-91,NP2,mochte,mochte,5.94,6,,"Der Kaiser mochte die Gladiatorin, weil er schon seit Langem schaulustig war und die Gefahr meisterte.",mutig,13.77,5,18.75,18.75,suboptimal,nonamb
19,original,5,41,mochte,NP2-Causality,Sebastian,mochte,"Susanne,",weil ,sie,schon seit Langem,mutig war,und,Gewandheit,zeigte,"Sebastian mochte Susanne, weil sie schon seit Langem mutig war und Gewandheit zeigte.",ok_prefix_keep_particle_or_punctuation,Sebastian,Linda,Andreas,Susanne,NP2,,,liked,ExpStim,5,0,1.73,-91,NP2,mochte,mochte,5.94,6,,"Der Kaiser mochte die Gladiatorin, weil sie schon seit Langem mutig war und den Kampf liebte.",schaulustig,0.07,11,18.75,18.75,suboptimal,nonamb
19,both_male,6,41,mochte,NP2-Causality,Sebastian,mochte,"Andreas,",weil ,er,schon seit Langem,mutig war,und,Gewandheit,zeigte,"Sebastian mochte Andreas, weil er schon seit Langem mutig war und Gewandheit zeigte.",ok_prefix_keep_particle_or_punctuation,Sebastian,Linda,Andreas,Susanne,NP2,,,liked,ExpStim,5,0,1.73,-91,NP2,mochte,mochte,5.94,6,,"Der Kaiser mochte die Gladiatorin, weil sie schon seit Langem mutig war und den Kampf liebte.",schaulustig,0.07,11,18.75,18.75,suboptimal,nonamb
19,both_female,7,41,mochte,NP2-Causality,Linda,mochte,"Susanne,",weil ,sie,schon seit Langem,mutig war,und,Gewandheit,zeigte,"Linda mochte Susanne, weil sie schon seit Langem mutig war und Gewandheit zeigte.",ok_prefix_keep_particle_or_punctuation,Sebastian,Linda,Andreas,Susanne,NP2,,,liked,ExpStim,5,0,1.73,-91,NP2,mochte,mochte,5.94,6,,"Der Kaiser mochte die Gladiatorin, weil sie schon seit Langem mutig war und den Kampf liebte.",schaulustig,0.07,11,18.75,18.75,suboptimal,nonamb
